<DATE>;<OPEN>;<HIGH>;<LOW>;<CLOSE>
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110866;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110867;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110868;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110869;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110870;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110871;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110872;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110873;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110874;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110875;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110876;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110877;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110878;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110879;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110880;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110881;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110882;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110883;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110884;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110885;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110886;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110887;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110888;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110889;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110890;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110891;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110892;111070
19.11.2018;111070;111260;111040;111250
19.11.2018;111280;111310;110940;111100
19.11.2018;111120;111200;111060;111200
19.11.2018;111190;111200;111130;111190
19.11.2018;111180;111250;111150;111200
19.11.2018;111190;111270;111190;111250
19.11.2018;111250;111400;111250;111370
19.11.2018;110590;111090;110893;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110894;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110895;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110896;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110897;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110898;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110899;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110900;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110901;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110902;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110903;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110904;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110905;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110906;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110907;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110908;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110909;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110910;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110911;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110912;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110913;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110914;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110915;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110916;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110917;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110918;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110919;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110920;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110921;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110922;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110923;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110924;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110925;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110926;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110927;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110928;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110929;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110930;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110931;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110932;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110933;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110934;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110935;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110936;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110937;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110938;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110939;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110940;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110941;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110942;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110943;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110944;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110945;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110946;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110947;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110948;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110949;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110950;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110951;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110952;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110953;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110954;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110955;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110956;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
19.12.2018;111190;111270;111190;111250
19.12.2018;111250;111400;111250;111370
19.12.2018;110590;111090;110957;111070
19.12.2018;111070;111260;111040;111250
19.12.2018;111280;111310;110940;111100
19.12.2018;111120;111200;111060;111200
19.12.2018;111190;111200;111130;111190
19.12.2018;111180;111250;111150;111200
